"Peyrassol 'Réserve des Templiers' Rosé 2021/22 Magnum, Côtes de Provence","Peyrassol was established in the 12th century by the Knights Templar. Today, it’s the hub of a very different kind of pilgrimage – of wine lovers to one of the finest and most beautiful vineyards in all of Provence. Because the vineyards are at a higher altitude, there’s a perfect balance between warm daytime and cool nighttime temperatures to make the grapes incredibly aromatic. Perfect for rosé. It’s peachy and herbal – a heady distillation of the hills where it’s grown. With a wonderful citrusy edge, it’s really refreshing – but it’s also full bodied. Ideal with salty foods, like olives.",£35.99 per bottle,1.5LTR,Grenache,"Cinsault, Mourvèdre, Syrah, Vermentino",Synthetic Cork,France,19.5,"Herbaceous, Peach, Raspberry, Strawberry",per bottle,Rosé,ABV 13.00%,Provence,Delicate & Dry,2022,Côtes De Provence,35.99
Baron de Boutisse Saint-Émilion Grand Cru 2018/19,"This is a great-value Saint-Émilion Grand Cru from the family behind Château Recougne. As you'd expect from a wine of this calibre, it's deeply coloured, with intense aromas of mocha and sweet spice. It's very well structured, with flavours of vanilla and dark fruits. The perfect thing to share over roast beef.",£19.99 per bottle,75CL,Merlot,Cabernet Sauvignon,Natural Cork,France,10.9,"Cedar, Black Plum, Blackcurrant",per bottle,Red,ABV 14.50%,Bordeaux,Savoury & Full Bodied,2019,Saint-Émilion,19.99
Gabriel Allard Côtes du Rhône Rouge 2022,"Les Grandes Serres winery specialises in wines from the picturesque Southern Rhône Valley. With a new and enthusiastic team, modern cellars and careful maturation practises, Les Grandes Serres make internationally renowned wines that showcase the best of the region. Our Rhône buyer tasted this blind – and immediately fell in love. And once you try it, it’s easy to see why. Expect bold, juicy red-and black-fruit flavours with hints of spice. Its rich structure and herby notes make it a fantastic pairing with beef.",£9.99 per bottle,75CL,Grenache,"Cinsault, Mourvèdre, Syrah",Natural Cork,France,10.9,"Black Pepper, Black Plum, Red Fruit",per bottle,Red,ABV 14.50%,Rhône,Smooth & Mellow,2022,Côtes Du Rhône,9.99
Alain Jaume 'Roquedon' Organic Lirac 2018/19,"The Jaume family have been making wine for over 100 years. Based in Châteauneuf-du-Pape, they’re dedicated to showcasing the best of the southern Rhône Valley. Lirac lies just across the river from their famed homeland, so it’s no surprise that the family decided to make wine there too. And this delicious bottling does their reputation proud. It’s made with hand-picked organic grapes, and is partially aged in oak for extra smoothness and complexity. Discover ripe red- and black-fruit flavours with touches of spice, vanilla and liquorice. Its silky tannins make it an ideal pairing for red meats like lamb or venison.",£18.99 per bottle,75CL,Grenache,"Syrah, Carignan, Mourvèdre",Natural Cork,France,11.3,"Spice, Black Plum, Blackberry, Earth, Raspberry",per bottle,Red,ABV 15.00%,Rhône,Bold & Spicy,2019,Lirac,18.99
"Château d'Anglès 'Grand Vin' 2019/20, La Clape","Winemaker Eric Fabre spent eight years as Technical Director at the world-renowned Château Lafite Rothschild – where the wines demand three-figure price tags. In 2001 he decided to take his considerable expertise to the Languedoc and, together with his wife Christine, bought the historic Château d'Anglès. The estate lies in La Clape, an appellation famed for the quality of its reds. And that quality is certainly reflected in this, the château’s grand vin. It’s an expressive, full-bodied blend of Grenache, Syrah and Mourvèdre, which spends at least 10 months maturing in oak to give it extra complexity and a smooth, decadent texture. Expect powerful flavours of ripe red and black fruits, liquorice and tobacco, plus a long, fresh finish that pairs perfectly with juicy meats. Try it with steak or cellar it for up to 20 years.",£18.99 per bottle,75CL,Mourvèdre,Syrah,Natural Cork,France,10.9,"Spice, Black Fruit, Dried Herbs",per bottle,Red,ABV 14.50%,Languedoc-Roussillon,Bold & Spicy,2020,La Clape,18.99
"Petaluma ‘White Label’ Sauvignon Blanc 2021, Adelaide Hills","Petaluma are renowned for crafting exceptional wines that represent the best of Australia’s regional classics. Their wines command premium prices – but if you want to taste their expertise for less, the ‘White Label’ range showcases their winemaking prowess without compromise on quality. For this crisp Sauvignon, they went to the cool slopes of Adelaide Hills. Vines here produce what’s widely considered to be the benchmark for Australian Sauvignon – grapes with refreshing acidity and intense fruity flavours. Expect zesty notes of grapefruit, melon and passionfruit with fresh-cut grass on the finish. It’s the perfect bottle to enjoy with light fish dishes",£19.99 per bottle,75CL,Sauvignon Blanc,Pinot Noir,Screwcap,Australia,9.4,"Grapefruit, Grass, Lemon, Melon, Passionfruit",per bottle,White,ABV 12.50%,South Australia,Crisp & Zesty,2021,Adelaide Hills,19.99
Domini Veneti 'La Casetta' Valpolicella Ripasso DOC Superiore 2019,"This is Valpolicella Ripasso with a difference. Ripasso wines are made by adding the leftover grape skins from Amarone production to standard Valpolicella, giving greater depth of flavour, texture and tannin. But Domini Veneti’s winemakers go a step further to make La Casetta. They re-ferment the wine with skins leftover from making Recioto – an intensely rich dessert wine – which pushes it into another dimension of flavour. Consider this an exceptional value ‘Baby Amarone’. It’s intense and spicy with rich, heady aromas. Expect notes of plum, cherry, chocolate and dried fruits. The silky texture and elegant tannins match perfectly with game dishes or roasted mushrooms.",£18.99 per bottle,75CL,Corvina,"Rondinella, Corvinone",Natural Cork,Italy,10.9,"Vanilla, Fig, Red Cherry, Red Plum, Sweet Spice",per bottle,Red,ABV 14.50%,Veneto,Rich & Juicy,2019,Valpolicella,18.99
E. Guigal Côtes du Rhône 2019/20,"The Rhône Valley is one of the most ancient wine regions in the whole world. The Guigal family are third-generation winemakers that have made a massive impression here. Their name is now synonymous with excellent quality Rhône wines. And it’s all down to their meticulous approach. They pay growers three times the market rate to get the best grapes and even make their own barrels to ensure the ageing process is spot on. This has a higher proportion of Syrah than the usual Southern Rhône blend, making it extra fruity and warmly spicy. It’s a fantastically versatile wine, ideal for buffets with Lyonnaise-style cold meats.",£14.99 per bottle,75CL,Grenache,"Syrah, Mourvèdre",Natural Cork,France,11.3,"White Pepper, Black Plum, Blackberry, Earth, Raspberry, Spice",per bottle,Red,ABV 15.00%,Rhône,Bold & Spicy,2020,Côtes Du Rhône,14.99
"Selladore en Provence Rosé 2021, Coteaux Varois en Provence","If you’re a fan of the ever-popular Tyrrells crisps, this wine might just make a perfect pairing. Both are the brainchild of William Chase – creator of Herefordshire’s award-winning Chase Distillery. Suffice to say, that his high standards also apply to this traditional, pale pink Provence rosé. Production is small. So the focus is on ensuring only the finest grapes make the grade. Winemaking is led by Dale Clarke, who honed his skills in his native Australia and at M. Chapoutier, the Rhône Valley’s leading biodynamic producer – an influence that has led William and Dale to convert their winery to organic farming. Come harvest time, grape picking begins at 3am to keep the fruit’s freshness intact. Once crafted, a portion of the blend is left to age on its lees, which adds a creamy texture to this impressive wine. It’s a wonderfully aromatic, bone-dry Provence rosé. Expect plenty of stone-fruit and citrus notes, with standout flavours of peach and grapefruit. It’s silky texture and crisp acidity makes it the perfect choice for goat’s cheese dishes.",£21.99 per bottle,75CL,Grenache,"Cinsault, Syrah, Vermentino",Vinolok,France,9.8,"Citrus Fruit, Red Fruit, Mineral",per bottle,Rosé,ABV 13.00%,Provence,Delicate & Dry,2021,Coteaux Varois-En-Provence,21.99
It’s no wonder we chose to put this wine centre stage in our Christmas advert. If you’re yet to try it,"now’s the perfect time to pick up a bottle and discover what’s kept it a firm favourite for over 40 years.\"",£13.99 per bottle,75CL,Merlot,"Cabernet Sauvignon, Cabernet Franc",Natural Cork,France,10.9,"Tobacco, Black Plum, Blackcurrant, Cedar, Leather",per bottle,Red,ABV 14.50%,Bordeaux,Savoury & Full Bodied,2020,Bordeaux Supérieur,13.99
"Brio de Cantenac Brown 2015, Margaux","Château Cantenac Brown was founded by Scotsman John-Lewis Brown over 200 years ago. The estate’s stunning Tudor-style castle isn’t typically French – but its wines have long been celebrated as part of the fabric of Margaux. It was awarded third-growth status in the legendary 1855 classification – and it’s gone from strength to strength since. This is the estate’s second wine, renowned for incredible flavour and value since it was first produced in 2001. From a vintage with ideal conditions, this is a balance between Cabernet Sauvignon and Merlot with a small amount of Cabernet Franc – designed to be enjoyed earlier than their top wine. Expect smooth tannins and a fresh acidity, with ripe red-fruit flavours and spicy hints – ideal with roast meats.",£44.99 per bottle,75CL,Cabernet Sauvignon,"Cabernet Franc, Merlot",Natural Cork,France,10.5,"Red Fruit, Savoury, Spice",per bottle,Red,ABV 14.00%,Bordeaux,Savoury & Full Bodied,2015,Margaux,44.99
"Domaine de Villemajou Rosé 2022, Corbières","Gérard Bertrand was once a famous rugby player. He’s now one of Southern France’s most acclaimed winemakers. His wines regularly scoop top marks from the critics, and this rosé is no different. Domaine de Villemajou sits at the heart of Corbières-Boutenac, and is considered one of its top estates. It’s where Gérard first discovered his passion for wine – his father owned the domaine in the ‘70s, and Gérard had been helping out with harvests since the age of ten. His drive for excellence shines through in this creamy and floral rosé made from the same grapes grown as the Majestic customer favourite Domaine de Villemajou Rouge. Expect aromas and flavours of red fruits and herby notes and a rich texture from a period of barrel ageing. Its fuller body will pair with more robust foods than the rosés of provence, so try this with spicy dishes or fruity cheeses.",£19.99 per bottle,75CL,Carignan,"Cinsault, Grenache, Grenache Gris",Natural Cork,France,9.8,"Cream, Red Apple, Strawberry",per bottle,Rosé,ABV 13.00%,Languedoc-Roussillon,Ripe & Fruity,2022,Corbieres,19.99
Aimé Arnoux Côtes du Rhône Blanc 2022,"The Arnoux family have been tending their plots in the Rhône Valley since 1717 – and Jean-François Arnoux is the 15th generation of winemakers. Often in the shadow of its red counterpart, white Côtes du Rhône is floral, refreshing and deliciously peachy – and this wine is a case in point. From Grenache and Viognier vines with an average age of 50 years, this blend is the quintessential wine for lovers of rich, textured and perfumed whites. It’s France’s best-kept secret – and for good reason. Expect floral notes of blossom and ripe flavours of stone fruits and citrus with a refreshing mineral finish. Its rich body makes it an ideal pairing for feta cheese or grilled chicken.",£11.99 per bottle,75CL,Grenache Blanc,Viognier,Natural Cork,France,10.1,"Citrus Fruit, Floral, Stone Fruit, Mineral",per bottle,White,ABV 13.50%,Rhône,Ripe & Rounded,2022,Côtes Du Rhône,11.99
"Errazuriz Max Reserva Cabernet 2019/21, Aconcagua Valley","Errazuriz's Max range is named after their founder, Don Maximiano Errázuriz, who started the winery all the way back in 1870. He noticed the amazing potential of the terroir in the Aconcagua Valley, and was the first to plant French varieties there. His risk paid off.  Today, Errazuriz is regarded as a world-class winery. We think this wine is a fitting tribute. It's a rich Cabernet-dominated blend, with a dash of Petit Verdot and Syrah for good measure. Discover intense aromas of cassis and spice with sweet vanilla and ripe fruit. Best served with a hearty beef stew.",£14.99 per bottle,75CL,Cabernet Sauvignon,"Cabernet Franc, Petit Verdot, Syrah",Natural Cork,Chile,10.5,"Black Plum, Blackcurrant, Vanilla",per bottle,Red,ABV 14.00%,Aconcagua,Savoury & Full Bodied,2021,Aconcagua Valley,14.99
"Château Coufran Cru Bourgeois Supérieur 2007, Haut-Médoc","Château Coufran like to stand apart. While the majority of Bordeaux’s Left Bank wines are predominantly Cabernet Sauvignon, this historic estate opts for Merlot-dominant blends instead – earning it the nickname ‘the Pomerol of Médoc’. Their vines have an average age of 50 years, making for high quality grapes in small quantities. This is the estate's top wine – and only the very best grapes make it into the blend. You’ll find it rich and opulent with flavours of cherry, plum and red berries, plus notes of cedar and forest floor. Its smooth, velvety texture and firm tannins make it an ideal pairing for roasted red meats or hard cheeses.",£21.99 per bottle,75CL,Cabernet Sauvignon,"Merlot, Cabernet Franc",Natural Cork,France,9.8,"Cedar, Black Plum, Blackberry",per bottle,Red,ABV 13.00%,Bordeaux,Savoury & Full Bodied,2007,Haut-Médoc,21.99
"Chronic Cellars 'Purple Paradise' 2019/20, Paso Robles","Jake and Josh Beckett grew up in Paso Robles wine country. So it was no coincidence that the pair would found Chronic Cellars together back in 2004. ‘Chronic’ is the brothers’ shorthand for ‘awesome’, as, with thanks to their close contacts with the best grape growers, these wines are made from the finest grapes. It certainly shows in this Zinfandel-based blend which really does taste ‘purple’. Rich. Ripe. Bold. It’s full of plum, black fruit, lush vanilla and chocolate spice. Soft and approachable – it's the perfect wine to share with friends over barbecue pulled pork.",£17.99 per bottle,75CL,Zinfandel,"Syrah, Grenache, Petite Sirah",Natural Cork,USA,10.9,"Spice, Black Cherry, Blueberry, Chocolate",per bottle,Red,ABV 14.50%,California,Bold & Spicy,2020,Paso Robles,17.99
Les Grandes Serres ‘Hommage du Rhône’ Châteauneuf-du-Pape 2022,"Châteauneuf-du-Pape is widely regarded as the king of Rhône wines. And as Les Grandes Serres are Southern Rhône specialists, you can be sure that they know the celebrated style inside out. This complex and silky red combines four traditional grape varieties which are each fermented separately to preserve their individual characteristics, before being expertly blended. The wine is then partially aged in oak for up to 18 months, giving it a smooth texture and soft, supple tannins. Expect sumptuous flavours of black fruits, red cherry, wild herbs, sweet spice and peppery hints. Its elegant, savoury character makes it an ideal match for roasted red meats.",£25.99 per bottle,75CL,Grenache,"Cinsault, Mourvèdre, Syrah",Natural Cork,France,10.9,"Black Pepper, Red Fruit, Spice",per bottle,Red,ABV 14.50%,Rhône,Bold & Spicy,2022,Châteauneuf-Du-Pape,25.99
Les Caveau du Prieuré Vinsobres 2020,"Founded in 1967, U.V.C.D.R, or Union of Winemakers of Côtes du Rhône, is a collaboration of over 2000 vignerons who have been making wine for several generations. Today it’s the largest producer in the southern Rhône with over 12,000 hectares covering all the crus and villages. And they not only make great wines – they ensure that care and attention goes back into the vineyards. With approximately 10% of their vineyards certified as organic, it’s one of the largest organic producers in France. Vinsobres was classified as Côtes du Rhône Villages before it was upgraded to cru status in 2006. It’s the most northerly of the Southern Rhône crus and its slightly higher latitude combined with the effects of the famous mistral wind ensures its wines have great freshness and acidity. And this wine is a case in point. It’s proof that you can find delicious wine that delivers flavour far beyond its price tag – if you know where to look. Expect concentrated notes of red and black fruits with hints of vanilla and spice. Enjoy its balance of savoury and fruity flavours with grilled lamb chops for an ideal pairing.",£13.99 per bottle,75CL,Grenache,Syrah,Natural Cork,France,11.3,"Red Fruit, Savoury, Spice",per bottle,Red,ABV 15.00%,Rhône,Savoury & Full Bodied,2020,Vinsobres,13.99
Alain Jaume ‘Les Champauvins’ Organic Côtes Du Rhône 2020,"The Jaume family have been producing distinctive wines in the Rhône Valley since 1826. And you can taste their expertise in this bold and fruity red. It’s sourced from a vineyard just a stone's throw from the northern edge of Châteauneuf-du-Pape. Here, gnarled vines grow on sunbaked pebbles, sharing near-identical growing conditions to its iconic neighbour. Awarded an impressive 92 points by wine critic James Suckling, this is your chance to pick up an outstanding Rhône blend for less. Expect complex flavours of ripe forest fruits, plus savoury notes of dried herbs, black pepper and spices. Its full body and soft tannins will complement the rich flavours of red meats, truffles or mushrooms.",£17.99 per bottle,75CL,Grenache,"Mourvèdre, Syrah",Natural Cork,France,11.3,"Black Fruit, Black Pepper, Blackcurrant, Red Cherry, Red Fruit, Spice",per bottle,Red,ABV 15.00%,Rhône,Savoury & Full Bodied,2020,Côtes Du Rhône,17.99
Remy Ferbras Gigondas 2020/21,"Les Grandes Serres winery specialises in wines from the picturesque Southern Rhône Valley, particularly Châteauneuf-du-Pape, Gigondas and Vacqueyas. With a new and enthusiastic team, modern cellars and careful maturation practises, Les Grandes Serres make internationally renowned wines that showcase the best of the region. Often seen as the second-most famous Rhône cru behind Châteauneuf-du-Pape, Gigondas is known for producing wines with an excellent balance of concentrated fruit flavours and elegant character. More wallet-friendly than its well-known neighbour, it’s the ideal wine for lovers of rich, bold reds. Expect concentrated flavours of red and black fruits with a long finish. Its notes of garrigue herbs and spice make it a great pairing for roast lamb.",£19.99 per bottle,75CL,Grenache,"Mourvèdre, Syrah",Natural Cork,France,10.9,"Red Fruit, Savoury, Spice",per bottle,Red,ABV 14.50%,Rhône,Savoury & Full Bodied,2021,Gigondas,19.99
Les Saules Vacqueyras 2021,"Love Châteauneuf-du-Pape but want something a bit more wallet-friendly? Vacqueyras is where to look. The region used to be one of the Côtes du Rhônes Villages, but the consistently high quality of its elegant red blends saw it gain Cru status in 1990. These wines are classically bold, rich and peppery – and you’ll find all of those qualities in this exclusive bottling. It’s made by the Union des Vignerons des Côtes du Rhône, the largest cooperative in the Southern Rhône, who are dedicated to sustainability. Discover jammy black-fruit flavours and spicy notes, with smooth, supple tannins that pair perfectly with hard cheeses or roasted poultry.",£16.99 per bottle,75CL,Grenache,"Mourvèdre, Syrah",Natural Cork,France,10.5,"Black Fruit, Black Plum, Spice",per bottle,Red,ABV 14.00%,Rhône,Bold & Spicy,2021,Vacqueryas,16.99
"Clos de Luz 'Arao' Carménère Red Blend 2018/19, Chile","Gabriel Edwards' grandmother planted Carménère vines in 1945. His grandparents sold the delicious grapes to top wineries for years. That's until Gabriel returned from Burgundy determined to make his own fantastic Chilean wine. With the help of the rest of his family, he's smashed the target since. Gabriel's winemaking practices are a real rebuttal to what you might expect from Chilean wine. His minimal intervention winemaking gives the wine amazing aromatic intensity and freshness. Containing a dash of Cabernet Sauvignon and Syrah, this is so much more than just a big, oaky red blend. It has notes of plum, blueberry, cherry, liquorice and chocolate that partner mushroom ravioli perfectly.",£13.99 per bottle,75CL,Carménère,"Syrah, Cabernet Sauvignon",Natural Cork,Chile,10.5,"Violet, Black Plum, Blackberry, Chocolate, Green Bell Pepper, Spice",per bottle,Red,ABV 14.00%,Central Valley,Rich & Juicy,2019,Rapel Valley,13.99
Torre Mora ‘Cauru’ Etna Rosso DOC 2020/21,"Mount Etna is an iconic feature of the Sicilian landscape. It’s one of the world’s most active volcanoes and has been a UNESCO World Heritage Site since 2013. Its highly fertile soils make it a prime spot for agriculture – and it’s here that Torre Mora grow their grapes. They make this wine from two local varieties, Nerello Mascalese and Nerello Cappuccio. Its name, ‘Cauru’, means ‘hot’ in Sicilian – a reference to the heat and energy contained in the volcanic soils. This heat makes for intense, ripe flavours, but the wine is also remarkably fresh thanks to the region’s drastically cooler nighttime temperatures, which help retain the grapes’ natural acidity. Discover vibrant notes of raspberry and violet, with jammy cherry flavours and fine, silky tannins. You can also expect a distinct savoury character that makes this an ideal accompaniment to richer poultry, mushroom-based dishes and mature cheeses.",£17.99 per bottle,75CL,Nerello Mascalese,Nerello Cappuccio,Natural Cork,Italy,9.8,"Citrus Fruit, Date, Raspberry, Red Cherry, Violet, Pomegranate",per bottle,Red,ABV 13.00%,Sicily,Smooth & Mellow,2021,Etna,17.99
